timestamp,sequence,digit_moves,indicators
2025-01-26 07:23:32.478,7,Down,NEUTRAL
2025-01-26 07:23:33.478,1,Down,NEUTRAL
2025-01-26 07:23:34.478,3,Down,NEUTRAL
2025-01-26 07:23:35.478,8,Up,NEUTRAL
2025-01-26 07:23:36.478,3,Up,NEUTRAL
2025-01-26 07:23:37.478,5,Down,NEUTRAL
2025-01-26 07:23:38.478,9,Down,NEUTRAL
2025-01-26 07:23:39.478,7,Down,NEUTRAL
2025-01-26 07:23:40.478,0,Down,NEUTRAL
2025-01-26 07:23:41.478,0,Up,NEUTRAL
2025-01-26 07:23:42.478,5,Up,NEUTRAL
2025-01-26 07:23:43.478,2,Up,NEUTRAL
2025-01-26 07:23:44.478,7,Up,NEUTRAL
2025-01-26 07:23:45.478,2,Up,NEUTRAL
2025-01-26 07:23:46.478,1,Down,NEUTRAL
2025-01-26 07:23:47.478,4,Down,NEUTRAL
2025-01-26 07:23:48.478,4,Up,NEUTRAL
2025-01-26 07:23:49.478,8,Up,NEUTRAL
2025-01-26 07:23:43.177,5,Down,NEUTRAL
2025-01-26 07:23:44.177,9,Down,NEUTRAL
2025-01-26 07:23:45.177,7,Down,NEUTRAL
2025-01-26 07:23:46.177,0,Down,NEUTRAL
2025-01-26 07:23:47.177,0,Up,NEUTRAL
2025-01-26 07:23:48.177,5,Up,NEUTRAL
2025-01-26 07:23:49.177,2,Up,NEUTRAL
2025-01-26 07:23:50.177,7,Up,NEUTRAL
2025-01-26 07:23:51.177,2,Up,NEUTRAL
2025-01-26 07:23:52.177,8,Up,NEUTRAL
2025-01-26 07:23:53.177,1,Down,NEUTRAL
2025-01-26 07:23:54.177,4,Down,NEUTRAL
2025-01-26 07:23:55.177,4,Up,NEUTRAL
2025-01-26 07:23:56.177,8,Up,NEUTRAL
2025-01-26 07:23:57.177,7,Down,NEUTRAL
2025-01-26 07:23:58.177,8,Down,NEUTRAL
2025-01-26 07:23:59.177,3,Down,NEUTRAL
2025-01-26 07:24:00.177,8,Up,NEUTRAL
2025-01-26 07:24:01.177,5,Up,NEUTRAL
2025-01-26 07:24:02.177,2,Up,NEUTRAL
2025-01-26 07:23:55.620,2,Up,NEUTRAL
2025-01-26 07:23:56.620,7,Up,NEUTRAL
2025-01-26 07:23:57.620,2,Up,NEUTRAL
2025-01-26 07:23:58.620,8,Up,NEUTRAL
2025-01-26 07:23:59.620,1,Down,NEUTRAL
2025-01-26 07:24:00.620,4,Down,NEUTRAL
2025-01-26 07:24:01.620,4,Up,NEUTRAL
2025-01-26 07:24:02.620,8,Up,NEUTRAL
2025-01-26 07:24:03.620,7,Down,NEUTRAL
2025-01-26 07:24:04.620,8,Down,NEUTRAL
2025-01-26 07:24:05.620,3,Down,NEUTRAL
2025-01-26 07:24:06.620,8,Up,NEUTRAL
2025-01-26 07:24:07.620,5,Up,NEUTRAL
2025-01-26 07:24:08.620,2,Up,NEUTRAL
2025-01-26 07:24:09.620,6,Down,NEUTRAL
2025-01-26 07:24:10.620,5,Up,NEUTRAL
2025-01-26 07:24:11.620,1,Up,NEUTRAL
2025-01-26 07:24:12.620,5,Down,NEUTRAL
2025-01-26 07:24:13.620,9,Down,NEUTRAL
2025-01-26 07:24:14.620,5,Down,NEUTRAL
2025-01-26 07:24:08.082,4,Up,NEUTRAL
2025-01-26 07:24:09.082,8,Up,NEUTRAL
2025-01-26 07:24:10.082,7,Down,NEUTRAL
2025-01-26 07:24:11.082,8,Down,NEUTRAL
2025-01-26 07:24:12.082,3,Down,NEUTRAL
2025-01-26 07:24:13.082,8,Up,NEUTRAL
2025-01-26 07:24:14.082,5,Up,NEUTRAL
2025-01-26 07:24:15.082,2,Up,NEUTRAL
2025-01-26 07:24:16.082,6,Down,NEUTRAL
2025-01-26 07:24:17.082,5,Up,NEUTRAL
2025-01-26 07:24:18.082,1,Up,NEUTRAL
2025-01-26 07:24:19.082,5,Down,NEUTRAL
2025-01-26 07:24:20.082,9,Down,NEUTRAL
2025-01-26 07:24:21.082,5,Down,NEUTRAL
2025-01-26 07:24:22.082,6,Down,NEUTRAL
2025-01-26 07:24:23.082,3,Down,NEUTRAL
2025-01-26 07:24:24.082,3,Up,NEUTRAL
2025-01-26 07:24:25.082,2,Down,NEUTRAL
2025-01-26 07:24:26.082,2,Down,NEUTRAL
2025-01-26 07:24:27.082,0,Up,NEUTRAL
2025-01-26 07:24:20.572,5,Up,NEUTRAL
2025-01-26 07:24:21.572,2,Up,NEUTRAL
2025-01-26 07:24:22.572,6,Down,NEUTRAL
2025-01-26 07:24:23.572,5,Up,NEUTRAL
2025-01-26 07:24:24.572,1,Up,NEUTRAL
2025-01-26 07:24:25.572,5,Down,NEUTRAL
2025-01-26 07:24:26.572,9,Down,NEUTRAL
2025-01-26 07:24:27.572,5,Down,NEUTRAL
2025-01-26 07:24:28.572,3,Down,NEUTRAL
2025-01-26 07:24:29.572,3,Up,NEUTRAL
2025-01-26 07:24:30.572,2,Down,NEUTRAL
2025-01-26 07:24:31.572,2,Down,NEUTRAL
2025-01-26 07:24:32.572,0,Up,NEUTRAL
2025-01-26 07:24:33.572,3,Up,NEUTRAL
2025-01-26 07:24:34.572,8,Up,NEUTRAL
2025-01-26 07:24:35.572,4,Up,NEUTRAL
2025-01-26 07:24:36.572,8,Up,NEUTRAL
2025-01-26 07:24:37.572,5,Up,NEUTRAL
2025-01-26 07:24:38.572,5,Down,NEUTRAL
2025-01-26 07:24:39.572,4,Down,NEUTRAL
2025-01-26 07:24:33.093,5,Down,NEUTRAL
2025-01-26 07:24:34.093,6,Down,GOOD
2025-01-26 07:24:35.093,3,Down,GOOD
2025-01-26 07:24:36.093,3,Up,GOOD
2025-01-26 07:24:37.093,2,Down,GOOD
2025-01-26 07:24:38.093,2,Down,GOOD
2025-01-26 07:24:39.093,0,Up,GOOD
2025-01-26 07:24:40.093,3,Up,GOOD
2025-01-26 07:24:41.093,8,Up,GOOD
2025-01-26 07:24:42.093,4,Up,GOOD
2025-01-26 07:24:43.093,8,Up,GOOD
2025-01-26 07:24:44.093,5,Up,GOOD
2025-01-26 07:24:45.093,5,Up,GOOD
2025-01-26 07:24:46.093,4,Down,GOOD
2025-01-26 07:24:47.093,5,Up,GOOD
2025-01-26 07:24:48.093,8,Down,GOOD
2025-01-26 07:24:49.093,7,Up,GOOD
2025-01-26 07:24:50.093,0,Up,GOOD
2025-01-26 07:24:51.093,8,Down,GOOD
2025-01-26 07:24:52.093,6,Down,GOOD
2025-01-26 07:24:45.651,0,Up,GOOD
2025-01-26 07:24:46.651,3,Up,NEUTRAL
2025-01-26 07:24:47.651,8,Up,NEUTRAL
2025-01-26 07:24:48.651,4,Up,NEUTRAL
2025-01-26 07:24:49.651,8,Up,NEUTRAL
2025-01-26 07:24:50.651,5,Up,NEUTRAL
2025-01-26 07:24:51.651,5,Up,NEUTRAL
2025-01-26 07:24:52.651,4,Down,NEUTRAL
2025-01-26 07:24:53.651,5,Up,NEUTRAL
2025-01-26 07:24:54.651,8,Down,NEUTRAL
2025-01-26 07:24:55.651,7,Up,NEUTRAL
2025-01-26 07:24:56.651,0,Up,NEUTRAL
2025-01-26 07:24:57.651,8,Up,NEUTRAL
2025-01-26 07:24:58.651,6,Up,NEUTRAL
2025-01-26 07:24:59.651,7,Up,NEUTRAL
2025-01-26 07:25:00.651,6,Up,NEUTRAL
2025-01-26 07:25:01.651,9,Down,NEUTRAL
2025-01-26 07:25:02.651,8,Down,NEUTRAL
2025-01-26 07:25:03.651,8,Up,NEUTRAL
2025-01-26 07:25:04.651,7,Up,NEUTRAL
2025-01-26 07:24:58.099,5,Up,NEUTRAL
2025-01-26 07:24:59.099,4,Down,NEUTRAL
2025-01-26 07:25:00.099,5,Up,NEUTRAL
2025-01-26 07:25:01.099,8,Down,NEUTRAL
2025-01-26 07:25:02.099,7,Up,NEUTRAL
2025-01-26 07:25:03.099,0,Up,NEUTRAL
2025-01-26 07:25:04.099,8,Up,NEUTRAL
2025-01-26 07:25:05.099,6,Up,NEUTRAL
2025-01-26 07:25:06.099,7,Up,NEUTRAL
2025-01-26 07:25:07.099,6,Up,NEUTRAL
2025-01-26 07:25:08.099,9,Down,NEUTRAL
2025-01-26 07:25:09.099,8,Down,NEUTRAL
2025-01-26 07:25:10.099,8,Down,NEUTRAL
2025-01-26 07:25:11.099,7,Up,NEUTRAL
2025-01-26 07:25:12.099,9,Up,NEUTRAL
2025-01-26 07:25:13.099,0,Down,NEUTRAL
2025-01-26 07:25:14.099,0,Up,NEUTRAL
2025-01-26 07:25:15.099,8,Down,NEUTRAL
2025-01-26 07:25:16.099,7,Up,NEUTRAL
2025-01-26 07:25:17.099,3,Up,NEUTRAL
2025-01-26 07:25:10.543,8,Up,NEUTRAL
2025-01-26 07:25:11.543,6,Up,NEUTRAL
2025-01-26 07:25:12.543,7,Up,NEUTRAL
2025-01-26 07:25:13.543,6,Up,NEUTRAL
2025-01-26 07:25:14.543,9,Down,NEUTRAL
2025-01-26 07:25:15.543,8,Down,NEUTRAL
2025-01-26 07:25:16.543,8,Down,NEUTRAL
2025-01-26 07:25:17.543,7,Up,NEUTRAL
2025-01-26 07:25:18.543,9,Down,NEUTRAL
2025-01-26 07:25:19.543,0,Up,NEUTRAL
2025-01-26 07:25:20.543,8,Down,NEUTRAL
2025-01-26 07:25:21.543,7,Down,NEUTRAL
2025-01-26 07:25:22.543,3,Up,NEUTRAL
2025-01-26 07:25:23.543,0,Down,NEUTRAL
2025-01-26 07:25:24.543,1,Down,NEUTRAL
2025-01-26 07:25:25.543,0,Up,NEUTRAL
2025-01-26 07:25:26.543,3,Down,NEUTRAL
2025-01-26 07:25:27.543,1,Up,NEUTRAL
2025-01-26 07:25:28.543,7,Down,NEUTRAL
2025-01-26 07:25:29.543,4,Down,NEUTRAL
2025-01-26 07:25:23.082,7,Up,NEUTRAL
2025-01-26 07:25:24.082,9,Up,NEUTRAL
2025-01-26 07:25:25.082,0,Down,NEUTRAL
2025-01-26 07:25:26.082,0,Up,NEUTRAL
2025-01-26 07:25:27.082,8,Down,NEUTRAL
2025-01-26 07:25:28.082,7,Down,NEUTRAL
2025-01-26 07:25:29.082,3,Up,NEUTRAL
2025-01-26 07:25:30.082,0,Down,NEUTRAL
2025-01-26 07:25:31.082,1,Down,NEUTRAL
2025-01-26 07:25:32.082,0,Up,NEUTRAL
2025-01-26 07:25:33.082,3,Down,NEUTRAL
2025-01-26 07:25:34.082,1,Up,NEUTRAL
2025-01-26 07:25:35.082,7,Up,NEUTRAL
2025-01-26 07:25:36.082,4,Down,NEUTRAL
2025-01-26 07:25:37.082,5,Down,NEUTRAL
2025-01-26 07:25:38.082,6,Down,NEUTRAL
2025-01-26 07:25:39.082,8,Up,NEUTRAL
2025-01-26 07:25:40.082,7,Down,NEUTRAL
2025-01-26 07:25:41.082,4,Down,NEUTRAL
2025-01-26 07:25:42.082,6,Down,NEUTRAL
2025-01-26 07:25:35.540,3,Up,NEUTRAL
2025-01-26 07:25:36.540,0,Down,GOOD
2025-01-26 07:25:37.540,1,Down,GOOD
2025-01-26 07:25:38.540,0,Up,GOOD
2025-01-26 07:25:39.540,3,Down,GOOD
2025-01-26 07:25:40.540,1,Up,GOOD
2025-01-26 07:25:41.540,7,Up,GOOD
2025-01-26 07:25:42.540,4,Down,GOOD
2025-01-26 07:25:43.540,5,Down,GOOD
2025-01-26 07:25:44.540,6,Down,GOOD
2025-01-26 07:25:45.540,8,Up,GOOD
2025-01-26 07:25:46.540,7,Down,GOOD
2025-01-26 07:25:47.540,4,Down,GOOD
2025-01-26 07:25:48.540,6,Down,GOOD
2025-01-26 07:25:49.540,0,Up,GOOD
2025-01-26 07:25:50.540,2,Up,GOOD
2025-01-26 07:25:51.540,9,Down,GOOD
2025-01-26 07:25:52.540,1,Up,GOOD
2025-01-26 07:25:53.540,5,Down,GOOD
2025-01-26 07:25:54.540,0,Up,GOOD
2025-01-26 07:25:48.013,7,Up,GOOD
2025-01-26 07:25:49.013,4,Down,GOOD
2025-01-26 07:25:50.013,5,Down,GOOD
2025-01-26 07:25:51.013,6,Down,GOOD
2025-01-26 07:25:52.013,8,Up,GOOD
2025-01-26 07:25:53.013,7,Down,GOOD
2025-01-26 07:25:54.013,4,Down,GOOD
2025-01-26 07:25:55.013,6,Down,GOOD
2025-01-26 07:25:56.013,0,Up,GOOD
2025-01-26 07:25:57.013,2,Up,GOOD
2025-01-26 07:25:58.013,9,Down,GOOD
2025-01-26 07:25:59.013,1,Up,GOOD
2025-01-26 07:26:00.013,5,Down,GOOD
2025-01-26 07:26:01.013,0,Up,GOOD
2025-01-26 07:26:02.013,9,Up,GOOD
2025-01-26 07:26:03.013,0,Up,GOOD
2025-01-26 07:26:04.013,4,Up,GOOD
2025-01-26 07:26:05.013,6,Up,GOOD
2025-01-26 07:26:06.013,9,Up,GOOD
2025-01-26 07:26:07.013,6,Down,GOOD
2025-01-26 07:26:00.472,4,Down,GOOD
2025-01-26 07:26:01.472,6,Down,GOOD
2025-01-26 07:26:02.472,0,Up,GOOD
2025-01-26 07:26:03.472,2,Up,GOOD
2025-01-26 07:26:04.472,9,Down,GOOD
2025-01-26 07:26:05.472,1,Up,GOOD
2025-01-26 07:26:06.472,5,Down,GOOD
2025-01-26 07:26:07.472,0,Up,GOOD
2025-01-26 07:26:08.472,9,Up,GOOD
2025-01-26 07:26:09.472,0,Up,GOOD
2025-01-26 07:26:10.472,4,Up,GOOD
2025-01-26 07:26:11.472,6,Down,GOOD
2025-01-26 07:26:12.472,9,Up,GOOD
2025-01-26 07:26:13.472,6,Up,GOOD
2025-01-26 07:26:14.472,3,Down,GOOD
2025-01-26 07:26:15.472,1,Up,GOOD
2025-01-26 07:26:16.472,6,Up,GOOD
2025-01-26 07:26:17.472,0,Up,GOOD
2025-01-26 07:26:18.472,9,Up,GOOD
2025-01-26 07:26:19.472,3,Down,GOOD
2025-01-26 07:26:12.986,0,Up,GOOD
2025-01-26 07:26:13.986,9,Up,NEUTRAL
2025-01-26 07:26:14.986,0,Up,NEUTRAL
2025-01-26 07:26:15.986,4,Up,NEUTRAL
2025-01-26 07:26:16.986,6,Up,NEUTRAL
2025-01-26 07:26:17.986,9,Down,NEUTRAL
2025-01-26 07:26:18.986,6,Up,NEUTRAL
2025-01-26 07:26:19.986,9,Up,NEUTRAL
2025-01-26 07:26:20.986,3,Down,NEUTRAL
2025-01-26 07:26:21.986,1,Up,NEUTRAL
2025-01-26 07:26:22.986,6,Up,NEUTRAL
2025-01-26 07:26:23.986,0,Up,NEUTRAL
2025-01-26 07:26:24.986,9,Up,NEUTRAL
2025-01-26 07:26:25.986,3,Up,NEUTRAL
2025-01-26 07:26:26.986,1,Up,NEUTRAL
2025-01-26 07:26:27.986,0,Up,NEUTRAL
2025-01-26 07:26:28.986,6,Up,NEUTRAL
2025-01-26 07:26:29.986,6,Down,NEUTRAL
2025-01-26 07:26:30.986,8,Up,NEUTRAL
2025-01-26 07:26:31.986,2,Down,NEUTRAL
2025-01-26 07:26:25.419,6,Up,NEUTRAL
2025-01-26 07:26:26.419,9,Up,NEUTRAL
2025-01-26 07:26:27.419,3,Down,NEUTRAL
2025-01-26 07:26:28.419,1,Up,NEUTRAL
2025-01-26 07:26:29.419,6,Up,NEUTRAL
2025-01-26 07:26:30.419,0,Up,NEUTRAL
2025-01-26 07:26:31.419,9,Up,NEUTRAL
2025-01-26 07:26:32.419,3,Up,NEUTRAL
2025-01-26 07:26:33.419,1,Up,NEUTRAL
2025-01-26 07:26:34.419,0,Up,NEUTRAL
2025-01-26 07:26:35.419,6,Up,NEUTRAL
2025-01-26 07:26:36.419,6,Down,NEUTRAL
2025-01-26 07:26:37.419,8,Up,NEUTRAL
2025-01-26 07:26:38.419,2,Down,NEUTRAL
2025-01-26 07:26:39.419,4,Down,NEUTRAL
2025-01-26 07:26:40.419,8,Down,NEUTRAL
2025-01-26 07:26:41.419,3,Up,NEUTRAL
2025-01-26 07:26:42.419,1,Down,NEUTRAL
2025-01-26 07:26:43.419,5,Up,NEUTRAL
2025-01-26 07:26:44.419,8,Up,NEUTRAL
2025-01-26 07:26:37.898,9,Up,NEUTRAL
2025-01-26 07:26:38.898,3,Up,NEUTRAL
2025-01-26 07:26:39.898,1,Up,NEUTRAL
2025-01-26 07:26:40.898,0,Up,NEUTRAL
2025-01-26 07:26:41.898,6,Up,NEUTRAL
2025-01-26 07:26:42.898,6,Down,NEUTRAL
2025-01-26 07:26:43.898,8,Up,NEUTRAL
2025-01-26 07:26:44.898,2,Down,NEUTRAL
2025-01-26 07:26:45.898,4,Down,NEUTRAL
2025-01-26 07:26:46.898,8,Down,NEUTRAL
2025-01-26 07:26:47.898,3,Up,NEUTRAL
2025-01-26 07:26:48.898,1,Down,NEUTRAL
2025-01-26 07:26:49.898,5,Up,NEUTRAL
2025-01-26 07:26:50.898,8,Up,NEUTRAL
2025-01-26 07:26:51.898,5,Down,NEUTRAL
2025-01-26 07:26:52.898,5,Down,NEUTRAL
2025-01-26 07:26:53.898,5,Down,NEUTRAL
2025-01-26 07:26:54.898,4,Up,NEUTRAL
2025-01-26 07:26:55.898,6,Up,NEUTRAL
2025-01-26 07:26:56.898,6,Down,NEUTRAL
2025-01-26 07:26:50.337,8,Up,NEUTRAL
2025-01-26 07:26:51.337,2,Down,NEUTRAL
2025-01-26 07:26:52.337,4,Down,NEUTRAL
2025-01-26 07:26:53.337,8,Down,NEUTRAL
2025-01-26 07:26:54.337,3,Up,NEUTRAL
2025-01-26 07:26:55.337,1,Down,NEUTRAL
2025-01-26 07:26:56.337,5,Up,NEUTRAL
2025-01-26 07:26:57.337,8,Up,NEUTRAL
2025-01-26 07:26:58.337,5,Down,NEUTRAL
2025-01-26 07:26:59.337,5,Down,NEUTRAL
2025-01-26 07:27:00.337,5,Down,NEUTRAL
2025-01-26 07:27:01.337,4,Up,NEUTRAL
2025-01-26 07:27:02.337,6,Up,NEUTRAL
2025-01-26 07:27:03.337,6,Down,NEUTRAL
2025-01-26 07:27:04.337,7,Up,NEUTRAL
2025-01-26 07:27:05.337,1,Up,NEUTRAL
2025-01-26 07:27:06.337,0,Up,NEUTRAL
2025-01-26 07:27:07.337,9,Up,NEUTRAL
2025-01-26 07:27:08.337,2,Down,NEUTRAL
2025-01-26 07:27:09.337,7,Up,NEUTRAL
2025-01-26 07:27:02.771,8,Up,NEUTRAL
2025-01-26 07:27:03.771,5,Down,NEUTRAL
2025-01-26 07:27:04.771,5,Down,NEUTRAL
2025-01-26 07:27:05.771,5,Down,NEUTRAL
2025-01-26 07:27:06.771,4,Up,NEUTRAL
2025-01-26 07:27:07.771,6,Up,NEUTRAL
2025-01-26 07:27:08.771,6,Down,NEUTRAL
2025-01-26 07:27:09.771,7,Up,NEUTRAL
2025-01-26 07:27:10.771,1,Up,NEUTRAL
2025-01-26 07:27:11.771,0,Up,NEUTRAL
2025-01-26 07:27:12.771,9,Up,NEUTRAL
2025-01-26 07:27:13.771,2,Down,NEUTRAL
2025-01-26 07:27:14.771,7,Down,NEUTRAL
2025-01-26 07:27:15.771,3,Up,NEUTRAL
2025-01-26 07:27:16.771,9,Down,NEUTRAL
2025-01-26 07:27:17.771,4,Down,NEUTRAL
2025-01-26 07:27:18.771,6,Up,NEUTRAL
2025-01-26 07:27:19.771,4,Down,NEUTRAL
2025-01-26 07:27:20.771,8,Up,NEUTRAL
2025-01-26 07:27:21.771,2,Up,NEUTRAL
2025-01-26 07:27:15.273,6,Down,NEUTRAL
2025-01-26 07:27:16.273,7,Up,NEUTRAL
2025-01-26 07:27:17.273,1,Up,NEUTRAL
2025-01-26 07:27:18.273,0,Up,NEUTRAL
2025-01-26 07:27:19.273,9,Up,NEUTRAL
2025-01-26 07:27:20.273,2,Down,NEUTRAL
2025-01-26 07:27:21.273,7,Down,NEUTRAL
2025-01-26 07:27:22.273,3,Up,NEUTRAL
2025-01-26 07:27:23.273,9,Down,NEUTRAL
2025-01-26 07:27:24.273,4,Down,NEUTRAL
2025-01-26 07:27:25.273,6,Up,NEUTRAL
2025-01-26 07:27:26.273,4,Down,NEUTRAL
2025-01-26 07:27:27.273,8,Up,NEUTRAL
2025-01-26 07:27:28.273,2,Down,NEUTRAL
2025-01-26 07:27:29.273,3,Up,NEUTRAL
2025-01-26 07:27:30.273,5,Up,NEUTRAL
2025-01-26 07:27:31.273,3,Up,NEUTRAL
2025-01-26 07:27:32.273,7,Down,NEUTRAL
2025-01-26 07:27:33.273,2,Up,NEUTRAL
2025-01-26 07:27:34.273,7,Down,NEUTRAL
2025-01-26 07:27:27.729,7,Down,NEUTRAL
2025-01-26 07:27:28.729,3,Up,NEUTRAL
2025-01-26 07:27:29.729,9,Down,NEUTRAL
2025-01-26 07:27:30.729,4,Down,NEUTRAL
2025-01-26 07:27:31.729,6,Up,NEUTRAL
2025-01-26 07:27:32.729,4,Down,NEUTRAL
2025-01-26 07:27:33.729,8,Up,NEUTRAL
2025-01-26 07:27:34.729,2,Down,NEUTRAL
2025-01-26 07:27:35.729,3,Up,NEUTRAL
2025-01-26 07:27:36.729,5,Up,NEUTRAL
2025-01-26 07:27:37.729,3,Up,NEUTRAL
2025-01-26 07:27:38.729,7,Down,NEUTRAL
2025-01-26 07:27:39.729,2,Down,NEUTRAL
2025-01-26 07:27:40.729,7,Up,NEUTRAL
2025-01-26 07:27:41.729,9,Up,NEUTRAL
2025-01-26 07:27:42.729,3,Up,NEUTRAL
2025-01-26 07:27:43.729,4,Up,NEUTRAL
2025-01-26 07:27:44.729,4,Up,NEUTRAL
2025-01-26 07:27:45.729,6,Up,NEUTRAL
2025-01-26 07:27:46.729,7,Down,NEUTRAL
2025-01-26 07:27:40.179,8,Up,NEUTRAL
2025-01-26 07:27:41.179,2,Down,NEUTRAL
2025-01-26 07:27:42.179,3,Up,NEUTRAL
2025-01-26 07:27:43.179,5,Up,NEUTRAL
2025-01-26 07:27:44.179,3,Up,NEUTRAL
2025-01-26 07:27:45.179,7,Down,NEUTRAL
2025-01-26 07:27:46.179,2,Down,NEUTRAL
2025-01-26 07:27:47.179,7,Up,NEUTRAL
2025-01-26 07:27:48.179,9,Up,NEUTRAL
2025-01-26 07:27:49.179,3,Up,NEUTRAL
2025-01-26 07:27:50.179,4,Up,NEUTRAL
2025-01-26 07:27:51.179,4,Up,NEUTRAL
2025-01-26 07:27:52.179,6,Down,NEUTRAL
2025-01-26 07:27:53.179,7,Up,NEUTRAL
2025-01-26 07:27:54.179,1,Down,NEUTRAL
2025-01-26 07:27:55.179,7,Up,NEUTRAL
2025-01-26 07:27:56.179,0,Down,NEUTRAL
2025-01-26 07:27:57.179,2,Down,NEUTRAL
2025-01-26 07:27:58.179,5,Up,NEUTRAL
2025-01-26 07:27:59.179,3,Down,NEUTRAL
2025-01-26 07:27:52.621,2,Down,NEUTRAL
2025-01-26 07:27:53.621,7,Up,GOOD
2025-01-26 07:27:54.621,9,Up,GOOD
2025-01-26 07:27:55.621,3,Up,GOOD
2025-01-26 07:27:56.621,4,Up,GOOD
2025-01-26 07:27:57.621,6,Down,GOOD
2025-01-26 07:27:58.621,7,Up,GOOD
2025-01-26 07:27:59.621,1,Down,GOOD
2025-01-26 07:28:00.621,7,Up,GOOD
2025-01-26 07:28:01.621,0,Down,GOOD
2025-01-26 07:28:02.621,2,Down,GOOD
2025-01-26 07:28:03.621,5,Up,GOOD
2025-01-26 07:28:04.621,3,Down,GOOD
2025-01-26 07:28:05.621,4,Down,GOOD
2025-01-26 07:28:06.621,2,Down,GOOD
2025-01-26 07:28:07.621,5,Down,GOOD
2025-01-26 07:28:08.621,2,Down,GOOD
2025-01-26 07:28:09.621,3,Up,GOOD
2025-01-26 07:28:10.621,1,Up,GOOD
2025-01-26 07:28:11.621,1,Down,GOOD
2025-01-26 07:28:05.255,7,Up,GOOD
2025-01-26 07:28:06.255,1,Down,NEUTRAL
2025-01-26 07:28:07.255,7,Up,NEUTRAL
2025-01-26 07:28:08.255,0,Down,NEUTRAL
2025-01-26 07:28:09.255,2,Down,NEUTRAL
2025-01-26 07:28:10.255,5,Up,NEUTRAL
2025-01-26 07:28:11.255,3,Down,NEUTRAL
2025-01-26 07:28:12.255,4,Down,NEUTRAL
2025-01-26 07:28:13.255,2,Down,NEUTRAL
2025-01-26 07:28:14.255,5,Down,NEUTRAL
2025-01-26 07:28:15.255,2,Down,NEUTRAL
2025-01-26 07:28:16.255,3,Up,NEUTRAL
2025-01-26 07:28:17.255,1,Down,NEUTRAL
2025-01-26 07:28:18.255,1,Up,NEUTRAL
2025-01-26 07:28:19.255,8,Up,NEUTRAL
2025-01-26 07:28:20.255,1,Down,NEUTRAL
2025-01-26 07:28:21.255,9,Down,NEUTRAL
2025-01-26 07:28:22.255,9,Down,NEUTRAL
2025-01-26 07:28:23.255,8,Down,NEUTRAL
2025-01-26 07:28:24.255,9,Up,NEUTRAL
2025-01-26 07:28:17.812,3,Down,NEUTRAL
2025-01-26 07:28:18.812,4,Down,NEUTRAL
2025-01-26 07:28:19.812,2,Down,NEUTRAL
2025-01-26 07:28:20.812,5,Down,NEUTRAL
2025-01-26 07:28:21.812,2,Down,NEUTRAL
2025-01-26 07:28:22.812,3,Up,NEUTRAL
2025-01-26 07:28:23.812,1,Down,NEUTRAL
2025-01-26 07:28:24.812,1,Up,NEUTRAL
2025-01-26 07:28:25.812,8,Up,NEUTRAL
2025-01-26 07:28:26.812,1,Down,NEUTRAL
2025-01-26 07:28:27.812,9,Down,NEUTRAL
2025-01-26 07:28:28.812,9,Down,NEUTRAL
2025-01-26 07:28:29.812,8,Up,NEUTRAL
2025-01-26 07:28:30.812,9,Down,NEUTRAL
2025-01-26 07:28:31.812,7,Up,NEUTRAL
2025-01-26 07:28:32.812,9,Up,NEUTRAL
2025-01-26 07:28:33.812,6,Down,NEUTRAL
2025-01-26 07:28:34.812,7,Down,NEUTRAL
2025-01-26 07:28:35.812,1,Down,NEUTRAL
2025-01-26 07:28:36.812,3,Up,NEUTRAL
2025-01-26 07:28:30.274,1,Down,NEUTRAL
2025-01-26 07:28:31.274,1,Up,NEUTRAL
2025-01-26 07:28:32.274,8,Up,NEUTRAL
2025-01-26 07:28:33.274,1,Down,NEUTRAL
2025-01-26 07:28:34.274,9,Down,NEUTRAL
2025-01-26 07:28:35.274,9,Down,NEUTRAL
2025-01-26 07:28:36.274,8,Up,NEUTRAL
2025-01-26 07:28:37.274,9,Down,NEUTRAL
2025-01-26 07:28:38.274,7,Up,NEUTRAL
2025-01-26 07:28:39.274,9,Up,NEUTRAL
2025-01-26 07:28:40.274,6,Down,NEUTRAL
2025-01-26 07:28:41.274,7,Down,NEUTRAL
2025-01-26 07:28:42.274,1,Up,NEUTRAL
2025-01-26 07:28:43.274,3,Down,NEUTRAL
2025-01-26 07:28:44.274,9,Up,NEUTRAL
2025-01-26 07:28:45.274,7,Down,NEUTRAL
2025-01-26 07:28:46.274,6,Up,NEUTRAL
2025-01-26 07:28:47.274,9,Down,NEUTRAL
2025-01-26 07:28:48.274,0,Down,NEUTRAL
2025-01-26 07:28:49.274,9,Up,NEUTRAL
2025-01-26 07:28:42.754,9,Down,NEUTRAL
2025-01-26 07:28:43.754,7,Up,NEUTRAL
2025-01-26 07:28:44.754,9,Up,NEUTRAL
2025-01-26 07:28:45.754,6,Down,NEUTRAL
2025-01-26 07:28:46.754,7,Down,NEUTRAL
2025-01-26 07:28:47.754,1,Up,NEUTRAL
2025-01-26 07:28:48.754,3,Down,NEUTRAL
2025-01-26 07:28:49.754,9,Up,NEUTRAL
2025-01-26 07:28:50.754,7,Down,NEUTRAL
2025-01-26 07:28:51.754,6,Up,NEUTRAL
2025-01-26 07:28:52.754,9,Down,NEUTRAL
2025-01-26 07:28:53.754,0,Down,NEUTRAL
